Drug	pt	no_cases	total	prr
escitalopram	Therapeutic product effect incomplete	111	1193	0.09304274937
escitalopram	Therapeutic product effect increased	1	13	0.07692307692
escitalopram	Therapeutic product effect variable	7	85	0.08235294118
escitalopram	Therapeutic reaction time decreased	5	75	0.06666666667
escitalopram	Therapeutic response changed	2	45	0.04444444444
escitalopram	Therapeutic response decreased	35	454	0.07709251101
escitalopram	Therapeutic response shortened	23	276	0.08333333333
escitalopram	Therapeutic response unexpected	33	411	0.0802919708
escitalopram	Therapy cessation	38	372	0.1021505376
escitalopram	Therapy change	7	77	0.09090909091
escitalopram	Therapy interrupted	70	665	0.1052631579
escitalopram	Therapy non-responder	100	1063	0.09407337723
escitalopram	Therapy partial responder	7	148	0.0472972973
escitalopram	Thermal burn	3	161	0.01863354037
escitalopram	Thinking abnormal	22	187	0.1176470588
escitalopram	Thirst	22	125	0.176
escitalopram	Thirst decreased	1	4	0.25
escitalopram	Thoracic haemorrhage	2	4	0.5
escitalopram	Thoracic vertebral fracture	2	31	0.06451612903
escitalopram	Thought blocking	1	3	0.3333333333
escitalopram	Throat cancer	2	29	0.06896551724
escitalopram	Throat clearing	2	17	0.1176470588
escitalopram	Throat irritation	19	207	0.09178743961
escitalopram	Throat tightness	13	172	0.07558139535
escitalopram	Thrombocytopenia	103	996	0.1034136546
escitalopram	Thrombocytopenic purpura	1	22	0.04545454545
escitalopram	Thrombocytosis	5	26	0.1923076923
escitalopram	Thrombophlebitis	15	65	0.2307692308
escitalopram	Thrombophlebitis superficial	2	42	0.04761904762
escitalopram	Thrombosis	101	825	0.1224242424
escitalopram	Thrombosis in device	1	8	0.125
escitalopram	Thrombosis with thrombocytopenia syndrome	2	4	0.5
escitalopram	Thrombotic microangiopathy	14	47	0.2978723404
escitalopram	Thrombotic stroke	1	12	0.08333333333
escitalopram	Thrombotic thrombocytopenic purpura	4	13	0.3076923077
escitalopram	Thunderclap headache	2	20	0.1
escitalopram	Thyroid cancer	6	89	0.06741573034
escitalopram	Thyroid disorder	6	96	0.0625
escitalopram	Thyroidectomy	1	13	0.07692307692
escitalopram	Thyroid function test abnormal	1	36	0.02777777778
escitalopram	Thyroid hormones decreased	1	13	0.07692307692
escitalopram	Thyroid hormones increased	1	16	0.0625
escitalopram	Thyroiditis	1	87	0.01149425287
escitalopram	Thyroid mass	13	50	0.26
escitalopram	Thyroid neoplasm	1	11	0.09090909091
escitalopram	Thyroid operation	1	10	0.1
escitalopram	Thyroxine free increased	3	3	1
escitalopram	Tibia fracture	3	23	0.1304347826
escitalopram	Tic	6	172	0.03488372093
escitalopram	Tinea capitis	1	1	1
escitalopram	Tinea pedis	2	10	0.2
escitalopram	Tinnitus	66	718	0.09192200557
escitalopram	Tissue injury	1	3	0.3333333333
escitalopram	T-lymphocyte count decreased	1	8	0.125
escitalopram	T-lymphocyte count increased	1	8	0.125
escitalopram	Toe amputation	2	18	0.1111111111
escitalopram	Toe operation	2	11	0.1818181818
escitalopram	Tongue biting	2	15	0.1333333333
escitalopram	Tongue blistering	3	25	0.12
escitalopram	Tongue coated	1	6	0.1666666667
escitalopram	Tongue discolouration	1	33	0.0303030303
escitalopram	Tongue discomfort	3	87	0.03448275862
escitalopram	Tongue disorder	2	52	0.03846153846
escitalopram	Tongue erosion	1	1	1
escitalopram	Tongue erythema	3	4	0.75
escitalopram	Tongue exfoliation	1	2	0.5
escitalopram	Tongue movement disturbance	1	22	0.04545454545
escitalopram	Tongue oedema	5	28	0.1785714286
escitalopram	Tongue ulceration	2	22	0.09090909091
escitalopram	Tonic clonic movements	2	37	0.05405405405
escitalopram	Tonic convulsion	8	33	0.2424242424
escitalopram	Tonsil cancer	3	6	0.5
escitalopram	Tonsillectomy	2	13	0.1538461538
escitalopram	Tonsillitis	9	62	0.1451612903
escitalopram	Tooth abscess	11	124	0.08870967742
escitalopram	Toothache	6	95	0.06315789474
escitalopram	Tooth discolouration	2	18	0.1111111111
escitalopram	Tooth disorder	26	283	0.09187279152
escitalopram	Tooth erosion	3	11	0.2727272727
escitalopram	Tooth extraction	7	84	0.08333333333
escitalopram	Tooth fracture	5	86	0.05813953488
escitalopram	Tooth infection	15	171	0.08771929825
escitalopram	Tooth loss	6	77	0.07792207792
escitalopram	Tooth resorption	1	1	1
escitalopram	Tooth socket haemorrhage	1	5	0.2
escitalopram	Torsade de pointes	9	150	0.06
escitalopram	Torticollis	40	148	0.2702702703
escitalopram	Torulopsis infection	1	1	1
escitalopram	Total bile acids increased	3	3	1
escitalopram	Total lung capacity abnormal	11	13	0.8461538462
escitalopram	Total lung capacity decreased	1	4	0.25
escitalopram	Tourette's disorder	1	67	0.01492537313
escitalopram	Toxic encephalopathy	19	80	0.2375
escitalopram	Toxic epidermal necrolysis	14	749	0.01869158879
escitalopram	Toxicity to various agents	198	6972	0.02839931153
escitalopram	Toxicologic test abnormal	1	22	0.04545454545
escitalopram	Toxic shock syndrome	1	2	0.5
escitalopram	Toxic skin eruption	25	168	0.1488095238
escitalopram	Trabeculectomy	1	1	1
escitalopram	Tracheomalacia	1	1	1
escitalopram	Transaminases increased	20	199	0.1005025126
escitalopram	Transcription medication error	2	25	0.08
escitalopram	Transformation to acute myeloid leukaemia	2	14	0.1428571429
escitalopram	Transfusion	3	51	0.05882352941
escitalopram	Transient acantholytic dermatosis	1	3	0.3333333333
escitalopram	Transient global amnesia	13	24	0.5416666667
escitalopram	Transient ischaemic attack	53	367	0.1444141689
escitalopram	Transient psychosis	2	3	0.6666666667
escitalopram	Transitional cell cancer of renal pelvis and ureter metastatic	1	2	0.5
escitalopram	Transitional cell carcinoma	5	24	0.2083333333
escitalopram	Transplant failure	1	2	0.5
escitalopram	Transplant rejection	7	22	0.3181818182
escitalopram	Transposition of the great vessels	1	8	0.125
escitalopram	Transverse sinus thrombosis	1	2	0.5
escitalopram	Traumatic haematoma	1	5	0.2
escitalopram	Traumatic haemorrhage	1	4	0.25
escitalopram	Traumatic haemothorax	5	9	0.5555555556
escitalopram	Traumatic lung injury	2	4	0.5
escitalopram	Treatment delayed	2	14	0.1428571429
escitalopram	Treatment failure	151	1390	0.1086330935
escitalopram	Treatment noncompliance	64	465	0.1376344086
escitalopram	Tremor	175	1680	0.1041666667
escitalopram	Trichoglossia	2	4	0.5
escitalopram	Trichomoniasis	2	2	1
escitalopram	Trichorrhexis	1	6	0.1666666667
escitalopram	Trichotillomania	4	22	0.1818181818
escitalopram	Tricuspid valve incompetence	1	35	0.02857142857
escitalopram	Trigeminal neuralgia	4	66	0.06060606061
escitalopram	Trigger finger	8	61	0.131147541
escitalopram	Trismus	6	102	0.05882352941
escitalopram	Trisomy 18	2	2	1
escitalopram	Trisomy 21	2	9	0.2222222222
escitalopram	Troponin I increased	2	13	0.1538461538
escitalopram	Troponin increased	4	66	0.06060606061
escitalopram	Troponin T increased	1	23	0.04347826087
escitalopram	Tuberculosis	6	81	0.07407407407
escitalopram	Tuberculosis bladder	1	1	1
escitalopram	Tuberculous pleurisy	1	5	0.2
escitalopram	Tubulointerstitial nephritis	20	187	0.1069518717
escitalopram	Tubulointerstitial nephritis and uveitis syndrome	5	16	0.3125
escitalopram	Tumour excision	2	10	0.2
escitalopram	Tumour fistulisation	2	2	1
escitalopram	Tumour flare	3	14	0.2142857143
escitalopram	Tumour haemorrhage	6	22	0.2727272727
escitalopram	Tumour inflammation	2	3	0.6666666667
escitalopram	Tumour lysis syndrome	2	33	0.06060606061
escitalopram	Tumour marker abnormal	1	5	0.2
escitalopram	Tumour marker increased	1	20	0.05
escitalopram	Tumour necrosis	2	2	1
escitalopram	Tumour pain	1	11	0.09090909091
escitalopram	Tunnel vision	7	38	0.1842105263
escitalopram	Turbinectomy	2	2	1
escitalopram	Type 1 diabetes mellitus	2	36	0.05555555556
escitalopram	Type 2 diabetes mellitus	40	364	0.1098901099
escitalopram	Type I hypersensitivity	3	16	0.1875
escitalopram	Type IV hypersensitivity reaction	3	26	0.1153846154
escitalopram	Uhthoff's phenomenon	1	22	0.04545454545
escitalopram	Ulcer	3	72	0.04166666667
escitalopram	Ulcerative keratitis	1	17	0.05882352941
escitalopram	Ulcer haemorrhage	6	66	0.09090909091
escitalopram	Ulnar tunnel syndrome	1	1	1
escitalopram	Umbilical cord around neck	1	2	0.5
escitalopram	Umbilical hernia	5	57	0.08771929825
escitalopram	Underdose	42	400	0.105
escitalopram	Undifferentiated connective tissue disease	1	2	0.5
escitalopram	Unevaluable event	92	706	0.1303116147
escitalopram	Unintentional medical device removal	6	46	0.1304347826
escitalopram	Unmasking of previously unidentified disease	1	11	0.09090909091
escitalopram	Unresponsive to stimuli	10	216	0.0462962963
escitalopram	Upper-airway cough syndrome	15	59	0.2542372881
escitalopram	Upper gastrointestinal haemorrhage	49	519	0.09441233141
escitalopram	Upper limb fracture	14	177	0.0790960452
escitalopram	Upper respiratory tract congestion	3	12	0.25
escitalopram	Upper respiratory tract infection	85	642	0.1323987539
escitalopram	Upper respiratory tract infection bacterial	2	5	0.4
escitalopram	Ureterolithiasis	2	16	0.125
escitalopram	Urethral disorder	1	6	0.1666666667
escitalopram	Urethral obstruction	2	5	0.4
escitalopram	Urethral stenosis	2	5	0.4
escitalopram	Urge incontinence	1	8	0.125
escitalopram	Urinary bladder polyp	2	3	0.6666666667
escitalopram	Urinary hesitation	12	235	0.05106382979
escitalopram	Urinary incontinence	20	347	0.05763688761
escitalopram	Urinary occult blood positive	1	2	0.5
escitalopram	Urinary retention	59	805	0.07329192547
escitalopram	Urinary tract disorder	4	40	0.1
escitalopram	Urinary tract infection	251	2282	0.1099912358
escitalopram	Urinary tract infection bacterial	5	31	0.1612903226
escitalopram	Urinary tract infection enterococcal	1	4	0.25
escitalopram	Urinary tract infection fungal	1	6	0.1666666667
escitalopram	Urinary tract infection staphylococcal	2	3	0.6666666667
escitalopram	Urinary tract obstruction	1	17	0.05882352941
escitalopram	Urine abnormality	1	16	0.0625
escitalopram	Urine alcohol test positive	1	2	0.5
escitalopram	Urine amphetamine positive	1	23	0.04347826087
escitalopram	Urine analysis abnormal	3	30	0.1
escitalopram	Urine cannabinoids increased	1	1	1
escitalopram	Urine flow decreased	1	14	0.07142857143
escitalopram	Urine ketone body	1	1	1
escitalopram	Urine ketone body present	1	6	0.1666666667
escitalopram	Urine odour abnormal	1	53	0.01886792453
escitalopram	Urine output decreased	1	23	0.04347826087
escitalopram	Urine output increased	1	11	0.09090909091
escitalopram	Urine oxalate increased	1	1	1
escitalopram	Urosepsis	13	104	0.125
escitalopram	Urostomy	1	2	0.5
escitalopram	Urticaria	122	1208	0.1009933775
escitalopram	Urticaria papular	1	1	1
escitalopram	Uterine cancer	4	60	0.06666666667
escitalopram	Uterine disorder	7	52	0.1346153846
escitalopram	Uterine enlargement	2	3	0.6666666667
escitalopram	Uterine haemorrhage	1	65	0.01538461538
escitalopram	Uterine infection	4	5	0.8
escitalopram	Uterine leiomyoma	4	48	0.08333333333
escitalopram	Uterine leiomyosarcoma	1	1	1
escitalopram	Uterine mass	1	4	0.25
escitalopram	Uterine operation	1	3	0.3333333333
escitalopram	Uterine perforation	2	14	0.1428571429
escitalopram	Uterine polyp	3	13	0.2307692308
escitalopram	Uterine prolapse	2	11	0.1818181818
escitalopram	Uveitis	7	107	0.06542056075
escitalopram	Vaccination complication	2	10	0.2
escitalopram	Vaccination failure	2	13	0.1538461538
escitalopram	Vaccination site haemorrhage	2	10	0.2
escitalopram	Vagal nerve stimulator implantation	1	2	0.5
escitalopram	Vaginal abscess	2	4	0.5
escitalopram	Vaginal discharge	7	55	0.1272727273
escitalopram	Vaginal disorder	1	5	0.2
escitalopram	Vaginal haemorrhage	46	319	0.144200627
escitalopram	Vaginal infection	3	41	0.07317073171
escitalopram	Vaginal lesion	1	4	0.25
escitalopram	Vaginal mucosal blistering	1	2	0.5
escitalopram	Vaginitis gardnerella	1	1	1
escitalopram	Varicella	2	12	0.1666666667
escitalopram	Varicella zoster pneumonia	1	2	0.5
escitalopram	Varicose vein	1	30	0.03333333333
escitalopram	Vascular access site complication	2	16	0.125
escitalopram	Vascular device infection	11	87	0.1264367816
escitalopram	Vascular device occlusion	1	4	0.25
escitalopram	Vascular malformation	3	5	0.6
escitalopram	Vascular pain	1	7	0.1428571429
escitalopram	Vascular pseudoaneurysm	1	13	0.07692307692
escitalopram	Vascular purpura	3	43	0.06976744186
escitalopram	Vascular rupture	1	6	0.1666666667
escitalopram	Vasculitic rash	4	44	0.09090909091
escitalopram	Vasculitis	5	79	0.06329113924
escitalopram	Vasculitis necrotising	4	12	0.3333333333
escitalopram	Vasectomy	1	4	0.25
escitalopram	Vasogenic cerebral oedema	1	5	0.2
escitalopram	Vasoplegia syndrome	2	36	0.05555555556
escitalopram	Vasospasm	1	8	0.125
escitalopram	Vein disorder	2	28	0.07142857143
escitalopram	Vein rupture	1	22	0.04545454545
escitalopram	Vena cava thrombosis	2	13	0.1538461538
escitalopram	Venoocclusive liver disease	12	17	0.7058823529
escitalopram	Venous thrombosis	2	43	0.04651162791
escitalopram	Venous thrombosis limb	5	18	0.2777777778
escitalopram	Ventilation/perfusion scan	2	2	1
escitalopram	Ventricular arrhythmia	6	56	0.1071428571
escitalopram	Ventricular extrasystoles	19	116	0.1637931034
escitalopram	Ventricular fibrillation	15	63	0.2380952381
escitalopram	Ventricular hypokinesia	1	10	0.1
escitalopram	Ventricular septal defect	19	59	0.3220338983
escitalopram	Ventricular tachycardia	5	130	0.03846153846
escitalopram	Vertebral end plate inflammation	1	4	0.25
escitalopram	Vertebrobasilar insufficiency	1	1	1
escitalopram	Vertigo	48	484	0.09917355372
escitalopram	Vertigo CNS origin	1	1	1
escitalopram	Vertigo positional	2	16	0.125
escitalopram	Very low density lipoprotein increased	2	4	0.5
escitalopram	Vesicoureteric reflux	1	1	1
escitalopram	Vessel puncture site pain	1	1	1
escitalopram	Vestibular disorder	1	4	0.25
escitalopram	Victim of abuse	1	5	0.2
escitalopram	Victim of crime	1	7	0.1428571429
escitalopram	Victim of sexual abuse	2	15	0.1333333333
escitalopram	Viral infection	31	227	0.1365638767
escitalopram	Viral load increased	3	9	0.3333333333
escitalopram	Viral test positive	1	2	0.5
escitalopram	Viral upper respiratory tract infection	1	28	0.03571428571
escitalopram	Virologic failure	1	5	0.2
escitalopram	Vision blurred	69	852	0.08098591549
escitalopram	Visual acuity reduced	15	123	0.1219512195
escitalopram	Visual brightness	1	2	0.5
escitalopram	Visual impairment	55	588	0.09353741497
escitalopram	Vital capacity decreased	9	9	1
escitalopram	Vital functions abnormal	1	2	0.5
escitalopram	Vitamin B12 decreased	3	29	0.1034482759
escitalopram	Vitamin B12 deficiency	6	29	0.2068965517
escitalopram	Vitamin B12 increased	1	8	0.125
escitalopram	Vitamin B1 decreased	2	17	0.1176470588
escitalopram	Vitamin B1 deficiency	3	11	0.2727272727
escitalopram	Vitamin C decreased	1	3	0.3333333333
escitalopram	Vitamin D decreased	10	75	0.1333333333
escitalopram	Vitamin D deficiency	5	50	0.1
escitalopram	Vitamin D increased	1	1	1
escitalopram	Vitamin K deficiency	1	1	1
escitalopram	Vitiligo	4	17	0.2352941176
escitalopram	Vitreous detachment	3	42	0.07142857143
escitalopram	Vitreous floaters	3	54	0.05555555556
escitalopram	Vitreous haemorrhage	4	35	0.1142857143
escitalopram	Vitreous opacities	3	7	0.4285714286
escitalopram	Vitritis	2	5	0.4
escitalopram	Vocal cord disorder	2	13	0.1538461538
escitalopram	Vocal cord dysfunction	1	5	0.2
escitalopram	Vocal cord paralysis	1	12	0.08333333333
escitalopram	Volvulus	7	47	0.1489361702
escitalopram	Vomiting	228	2145	0.1062937063
escitalopram	Vomiting projectile	1	20	0.05
escitalopram	Vulval cancer	3	7	0.4285714286
escitalopram	Vulval cancer stage 0	1	5	0.2
escitalopram	Vulval disorder	1	11	0.09090909091
escitalopram	Vulvovaginal burning sensation	9	46	0.1956521739
escitalopram	Vulvovaginal discomfort	1	16	0.0625
escitalopram	Vulvovaginal dryness	3	14	0.2142857143
escitalopram	Vulvovaginal injury	1	7	0.1428571429
escitalopram	Vulvovaginal mycotic infection	4	41	0.09756097561
escitalopram	Vulvovaginal pruritus	1	16	0.0625
escitalopram	Waist circumference increased	3	13	0.2307692308
escitalopram	Walking aid user	2	23	0.08695652174
escitalopram	Walking disability	1	11	0.09090909091
escitalopram	Water intoxication	2	9	0.2222222222
escitalopram	Waxy flexibility	2	7	0.2857142857
escitalopram	Weight abnormal	1	12	0.08333333333
escitalopram	Weight bearing difficulty	3	10	0.3
escitalopram	Weight decreased	126	1437	0.08768267223
escitalopram	Weight fluctuation	13	102	0.1274509804
escitalopram	Weight increased	236	2518	0.09372517871
escitalopram	Weight loss poor	3	27	0.1111111111
escitalopram	Wheelchair user	1	25	0.04
escitalopram	Wheezing	46	432	0.1064814815
escitalopram	White blood cell count abnormal	5	52	0.09615384615
escitalopram	White blood cell count decreased	100	721	0.1386962552
escitalopram	White blood cell count increased	9	127	0.07086614173
escitalopram	White blood cell disorder	1	13	0.07692307692
escitalopram	White blood cells urine positive	2	6	0.3333333333
escitalopram	White coat hypertension	2	6	0.3333333333
escitalopram	White matter lesion	1	215	0.004651162791
escitalopram	Wisdom teeth removal	5	27	0.1851851852
escitalopram	Withdrawal catatonia	4	14	0.2857142857
escitalopram	Withdrawal syndrome	83	889	0.09336332958
escitalopram	Wound	18	186	0.09677419355
escitalopram	Wound complication	1	67	0.01492537313
escitalopram	Wound dehiscence	1	19	0.05263157895
escitalopram	Wound haemorrhage	7	18	0.3888888889
escitalopram	Wound infection	9	62	0.1451612903
escitalopram	Wound secretion	2	10	0.2
escitalopram	Wound treatment	1	2	0.5
